Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
204,Joe Ross,32,PHI,NL,0.1,2,1,.667,5.21,27,1,4,0,0,0,38.0,41,23,22,7,14,1,29,2,0,0,170,82,5.22,1.447,9.7,1.7,3.3,6.9,2.07,,rossjo01
205,Will Vest,30,DET,AL,1.1,5,1,.833,2.37,35,0,21,0,0,13,38.0,26,11,10,2,10,1,42,0,0,1,150,168,2.35,0.947,6.2,0.5,2.4,9.9,4.20,,vestwi01
206,Greg Weissert,30,BOS,AL,0.7,2,2,.500,2.84,41,0,6,0,0,3,38.0,31,15,12,4,12,1,33,2,0,0,155,147,3.82,1.132,7.3,0.9,2.8,7.8,2.75,,weissgr01
207,Aaron Civale,30,2TM,2LG,0.2,1,4,.200,4.74,8,8,0,0,0,0,38.0,41,20,20,7,16,1,29,2,0,0,168,87,5.37,1.500,9.7,1.7,3.8,6.9,1.81,,civalaa01
207,Aaron Civale,30,MIL,NL,0.0,1,2,.333,4.91,5,5,0,0,0,0,22.0,23,12,12,5,7,1,19,2,0,0,94,82,5.54,1.364,9.4,2.0,2.9,7.8,2.71,,civalaa01
207,Aaron Civale,30,CHW,AL,0.2,0,2,.000,4.50,3,3,0,0,0,0,16.0,18,8,8,2,9,0,10,0,0,0,74,94,5.15,1.688,10.1,1.1,5.1,5.6,1.11,,civalaa01
208,Tony Santillan,28,CIN,NL,1.2,1,1,.500,2.87,40,0,6,0,0,2,37.2,29,12,12,4,12,0,30,2,0,1,154,157,3.99,1.088,6.9,1.0,2.9,7.2,2.50,,santito01
209,Louis Varland,27,MIN,AL,1.5,2,3,.400,2.15,40,0,5,0,0,0,37.2,30,10,9,3,10,1,40,2,0,0,152,197,2.95,1.062,7.2,0.7,2.4,9.6,4.00,,varlalo01
210,Reid Detmers*,25,LAA,AL,0.7,3,2,.600,4.10,34,0,6,0,0,2,37.1,37,18,17,2,19,4,47,0,0,0,161,102,2.79,1.500,8.9,0.5,4.6,11.3,2.47,,detmere01
211,Jhoan Durán,27,MIN,AL,1.9,4,3,.571,1.69,39,0,26,0,0,12,37.1,26,9,7,0,14,3,42,3,0,2,155,251,2.20,1.071,6.3,0.0,3.4,10.1,3.00,,duranjh01
212,Tyler Holton*,29,DET,AL,-0.2,3,3,.500,4.34,34,4,2,0,0,0,37.1,39,19,18,8,8,0,30,0,0,1,154,92,4.91,1.259,9.4,1.9,1.9,7.2,3.75,,holtoty01
213,Steven Okert*,33,HOU,AL,0.8,1,2,.333,2.41,34,0,5,0,0,1,37.1,18,11,10,4,6,1,48,2,0,0,137,169,2.55,0.643,4.3,1.0,1.4,11.6,8.00,,okertst01
214,Anthony Banda*,31,LAD,NL,0.2,4,1,.800,3.89,39,0,4,0,0,0,37.0,27,16,16,5,20,4,32,2,0,2,153,102,4.90,1.270,6.6,1.2,4.9,7.8,1.60,,bandaan01
215,Tanner Banks*,33,PHI,NL,0.8,2,0,1.000,3.41,35,1,10,0,0,1,37.0,31,15,14,5,5,0,36,0,0,2,145,125,3.30,0.973,7.5,1.2,1.2,8.8,7.20,,banksta01
216,Jeremiah Estrada,26,SDP,NL,0.5,2,4,.333,3.41,40,0,5,0,0,2,37.0,31,17,14,5,14,1,51,1,0,2,156,122,3.30,1.216,7.5,1.2,3.4,12.4,3.64,,estraje01
217,Max Kranick,27,NYM,NL,0.3,3,2,.600,3.65,24,0,6,0,0,0,37.0,34,15,15,5,5,0,25,0,0,0,148,104,3.90,1.054,8.3,1.2,1.2,6.1,5.00,,kranima01
218,Anthony Bender,30,MIA,NL,1.4,2,5,.286,2.21,36,0,7,0,0,1,36.2,22,10,9,3,15,1,27,2,0,1,147,197,4.07,1.009,5.4,0.7,3.7,6.6,1.80,,bendean01
219,Camilo Doval,27,SFG,NL,0.3,3,2,.600,2.70,38,0,22,0,0,13,36.2,25,15,11,1,17,1,35,1,1,2,148,144,3.00,1.145,6.1,0.2,4.2,8.6,2.06,,dovalca01
220,David Festa,25,MIN,AL,0.0,2,2,.500,5.40,8,7,0,0,0,0,36.2,37,25,22,6,15,0,38,4,0,1,163,78,4.69,1.418,9.1,1.5,3.7,9.3,2.53,,festada01
221,Tim Hill*,35,NYY,AL,1.0,3,2,.600,2.45,39,0,12,0,0,0,36.2,28,12,10,4,11,1,19,0,0,1,145,166,4.37,1.064,6.9,1.0,2.7,4.7,1.73,,hillti01
222,Adrián Morejón*,26,SDP,NL,0.9,4,3,.571,1.96,40,0,7,0,0,2,36.2,24,13,8,1,6,2,33,0,0,2,144,211,2.13,0.818,5.9,0.2,1.5,8.1,5.50,,morejad01
223,Eric Orze,27,TBR,AL,0.7,1,1,.500,2.45,28,0,10,0,0,2,36.2,31,11,10,3,12,1,32,1,0,0,149,163,3.47,1.173,7.6,0.7,2.9,7.9,2.67,,orzeer01
224,Wandy Peralta*,33,SDP,NL,0.4,3,1,.750,3.68,36,0,10,0,0,0,36.2,35,17,15,2,17,1,33,0,0,1,163,112,3.39,1.418,8.6,0.5,4.2,8.1,1.94,,peralwa01
225,Randy Rodríguez,25,SFG,NL,1.6,3,1,.750,0.74,36,0,8,0,0,1,36.2,20,5,3,1,7,0,52,1,0,2,136,529,1.26,0.736,4.9,0.2,1.7,12.8,7.43,,rodrira02
226,Bryan Baker,30,BAL,AL,0.7,3,2,.600,2.72,39,0,7,0,0,2,36.1,29,13,11,6,8,0,46,0,0,1,140,143,3.36,1.018,7.2,1.5,2.0,11.4,5.75,,bakerbr01
227,Jakob Junis,32,CLE,AL,0.1,1,1,.500,3.96,33,0,5,0,0,0,36.1,42,17,16,3,12,2,27,3,0,0,160,105,3.91,1.486,10.4,0.7,3.0,6.7,2.25,,junisja01
228,Chase Shugart,28,PIT,NL,0.7,4,3,.571,2.97,31,0,11,0,0,0,36.1,26,13,12,4,15,2,21,1,0,2,147,143,4.68,1.128,6.4,1.0,3.7,5.2,1.40,,shugach01
229,Ángel Zerpa*,25,KCR,AL,0.4,3,0,1.000,3.72,37,0,3,0,0,0,36.1,38,15,15,4,12,0,32,2,0,0,154,112,3.91,1.376,9.4,1.0,3.0,7.9,2.67,,zerpaan01
230,Shawn Armstrong,34,TEX,AL,0.2,3,3,.500,3.25,34,2,10,0,0,2,36.0,20,15,13,4,14,0,39,3,0,3,144,118,3.78,0.944,5.0,1.0,3.5,9.8,2.79,,armstsh01
231,Scott Barlow,32,CIN,NL,0.3,3,0,1.000,4.25,39,0,2,0,0,0,36.0,21,18,17,3,22,2,36,3,0,1,154,106,4.25,1.194,5.3,0.8,5.5,9.0,1.64,,barlosc01
232,Tony Gonsolin,31,LAD,NL,-0.1,3,2,.600,5.00,7,7,0,0,0,0,36.0,33,21,20,9,18,0,38,3,0,1,157,80,5.97,1.417,8.3,2.3,4.5,9.5,2.11,,gonsoto01
233,Tyler Kinley,34,COL,NL,-0.3,0,3,.000,6.75,38,0,12,0,0,3,36.0,33,30,27,4,24,4,35,1,0,5,167,69,4.67,1.583,8.3,1.0,6.0,8.8,1.46,,kinlety01
234,Dennis Santana,29,PIT,NL,1.8,2,1,.667,1.50,36,0,13,0,0,5,36.0,22,7,6,1,6,0,28,0,0,0,134,284,2.39,0.778,5.5,0.3,1.5,7.0,4.67,,santade01
235,Emmanuel Clase,27,CLE,AL,0.3,4,1,.800,3.28,37,0,31,0,0,18,35.2,41,15,13,1,10,2,38,3,0,3,159,127,2.41,1.430,10.3,0.3,2.5,9.6,3.80,,claseem01
236,Carlos Estévez,32,KCR,AL,1.4,2,2,.500,2.02,35,0,29,0,0,23,35.2,23,10,8,2,14,4,30,2,1,1,145,206,3.48,1.037,5.8,0.5,3.5,7.6,2.14,,estevca01
237,Chad Green,34,TOR,AL,0.0,2,2,.500,4.04,37,0,10,0,0,1,35.2,36,17,16,10,11,1,29,1,0,0,148,104,6.11,1.318,9.1,2.5,2.8,7.3,2.64,,greench03
238,Tommy Kahnle,35,DET,AL,1.1,0,0,,1.77,34,0,10,0,0,8,35.2,19,8,7,4,9,0,31,1,0,1,133,226,3.65,0.785,4.8,1.0,2.3,7.8,3.44,,kahnlto01
239,Brandon Eisert*,27,CHW,AL,0.3,2,1,.667,4.33,36,2,7,0,0,2,35.1,39,17,17,4,8,2,41,5,0,1,156,97,3.34,1.330,9.9,1.0,2.0,10.4,5.13,,eiserbr01
240,Jeff Hoffman,32,TOR,AL,-0.1,6,2,.750,4.84,37,0,31,0,0,19,35.1,28,20,19,8,10,1,49,1,0,1,144,87,4.19,1.075,7.1,2.0,2.5,12.5,4.90,,hoffmje02
241,Griffin Jax,30,MIN,AL,0.3,1,4,.200,4.08,38,0,2,0,0,0,35.1,36,17,16,4,8,1,60,0,0,0,150,104,1.84,1.245,9.2,1.0,2.0,15.3,7.50,,jaxgr01
242,Edwin Uceta,27,TBR,AL,-0.4,5,1,.833,5.09,36,0,5,0,0,0,35.1,32,20,20,8,15,2,42,4,1,0,154,78,5.26,1.330,8.2,2.0,3.8,10.7,2.80,,ucetaed01
243,Justin Wrobleski*,24,LAD,NL,0.1,4,2,.667,4.08,7,2,3,0,0,0,35.1,31,17,16,4,9,0,34,0,0,0,144,98,3.40,1.132,7.9,1.0,2.3,8.7,3.78,,wroblju01
244,Tyler Ferguson,31,ATH,AL,-1.0,2,2,.500,6.69,36,0,6,0,0,1,35.0,31,28,26,4,22,1,33,3,0,1,156,63,4.83,1.514,8.0,1.0,5.7,8.5,1.50,,ferguty01
245,Bryan King*,28,HOU,AL,0.5,3,1,.750,3.09,37,0,3,0,0,0,35.0,31,12,12,3,8,0,39,3,0,2,146,132,2.91,1.114,8.0,0.8,2.1,10.0,4.88,,kingbr02
246,Emilio Pagán,34,CIN,NL,0.8,1,2,.333,3.09,35,0,28,0,0,18,35.0,18,14,12,6,12,0,43,1,1,0,137,146,3.97,0.857,4.6,1.5,3.1,11.1,3.58,,paganem01
247,Mike Burrows,25,PIT,NL,0.5,1,2,.333,4.15,8,7,0,0,0,0,34.2,35,17,16,7,10,0,35,2,0,2,148,103,4.73,1.298,9.1,1.8,2.6,9.1,3.50,,burromi01
248,Cole Sands,27,MIN,AL,-0.1,3,3,.500,4.67,36,0,11,0,0,2,34.2,37,22,18,3,9,0,26,1,0,2,148,91,3.58,1.327,9.6,0.8,2.3,6.8,2.89,,sandsco01
249,Robert Suarez,34,SDP,NL,0.4,2,4,.333,3.89,37,0,29,0,0,23,34.2,26,16,15,1,12,0,36,1,0,1,139,106,2.51,1.096,6.8,0.3,3.1,9.3,3.00,,suarero01
250,Graham Ashcraft,27,CIN,NL,-0.2,5,4,.556,4.19,29,0,4,0,0,0,34.1,38,21,16,2,14,0,38,0,0,2,151,108,2.85,1.515,10.0,0.5,3.7,10.0,2.71,,ashcrgr01
251,Angel Chivilli,22,COL,NL,0.0,1,3,.250,5.50,24,0,1,0,0,0,34.1,39,24,21,6,15,1,25,1,0,4,155,84,5.30,1.573,10.2,1.6,3.9,6.6,1.67,,chivian01
252,Seranthony Domínguez,30,BAL,AL,0.6,2,2,.500,3.15,35,0,7,0,0,1,34.1,22,14,12,3,20,1,45,0,0,7,139,124,3.35,1.223,5.8,0.8,5.2,11.8,2.25,,dominse01
253,Jared Koenig*,31,MIL,NL,0.1,3,1,.750,4.19,39,0,2,0,0,0,34.1,35,16,16,3,12,1,33,1,0,1,148,96,3.43,1.369,9.2,0.8,3.1,8.7,2.75,,koenija01
254,Nick Mears,28,MIL,NL,0.9,1,1,.500,2.10,36,0,1,0,0,0,34.1,21,9,8,2,4,0,29,0,0,2,124,192,2.50,0.728,5.5,0.5,1.0,7.6,7.25,,mearsni01
255,Shelby Miller,34,ARI,NL,1.5,3,2,.600,2.10,35,0,19,0,0,10,34.1,23,10,8,3,11,3,39,3,0,0,137,199,3.17,0.990,6.0,0.8,2.9,10.2,3.55,,millesh01
256,Jackson Rutledge,26,WSN,NL,-0.5,1,1,.500,6.03,27,0,9,0,0,0,34.1,39,25,23,8,14,0,29,5,0,5,157,67,6.09,1.544,10.2,2.1,3.7,7.6,2.07,,rutleja01
257,Roki Sasaki,23,LAD,NL,0.2,1,1,.500,4.72,8,8,0,0,0,0,34.1,29,18,18,6,22,0,24,3,0,2,154,84,6.14,1.485,7.6,1.6,5.8,6.3,1.09,,sasakro01
258,Cade Smith,26,CLE,AL,0.7,2,2,.500,2.36,36,0,5,0,0,3,34.1,27,11,9,0,13,1,53,2,1,1,145,176,1.31,1.165,7.1,0.0,3.4,13.9,4.08,,smithca06
259,Aroldis Chapman*,37,BOS,AL,1.8,3,2,.600,1.32,37,0,21,0,0,14,34.0,17,6,5,2,10,0,50,0,0,1,129,317,1.79,0.794,4.5,0.5,2.6,13.2,5.00,,chapmar01
260,Mason Fluharty*,23,TOR,AL,-0.4,3,2,.600,5.56,37,0,3,0,0,0,34.0,28,22,21,4,16,3,38,1,0,0,145,75,3.88,1.294,7.4,1.1,4.2,10.1,2.38,,fluhama01
261,Steven Cruz,26,KCR,AL,0.8,2,0,1.000,2.14,33,0,8,0,0,0,33.2,22,9,8,3,8,0,30,1,0,1,130,194,3.26,0.891,5.9,0.8,2.1,8.0,3.75,,cruzst01
262,Enyel De Los Santos,29,ATL,NL,0.1,2,2,.500,3.74,34,0,4,0,0,0,33.2,28,15,14,2,12,1,32,2,1,2,141,111,3.20,1.188,7.5,0.5,3.2,8.6,2.67,,delosen01
263,Alex Vesia*,29,LAD,NL,0.6,2,0,1.000,2.94,40,0,6,0,0,3,33.2,24,11,11,7,10,1,46,3,0,3,134,135,4.21,1.010,6.4,1.9,2.7,12.3,4.60,,vesiaal01
264,Robert Garcia*,29,TEX,AL,0.4,1,3,.250,2.97,38,0,13,0,0,6,33.1,27,12,11,3,11,0,32,0,1,1,133,129,3.33,1.140,7.3,0.8,3.0,8.6,2.91,,garciro04
265,Seth Halvorsen,25,COL,NL,0.5,1,2,.333,4.05,34,0,17,0,0,6,33.1,32,19,15,5,15,1,31,0,0,3,140,114,4.53,1.410,8.6,1.4,4.1,8.4,2.07,,halvose01
266,Hogan Harris*,28,ATH,AL,0.2,1,1,.500,4.05,25,0,10,0,0,0,33.1,34,18,15,3,22,3,39,1,0,0,157,104,3.99,1.680,9.2,0.8,5.9,10.5,1.77,,harriho03
267,Matt Strahm*,33,PHI,NL,0.6,1,3,.250,3.78,36,0,11,0,0,5,33.1,32,16,14,4,9,0,37,0,0,3,140,113,3.24,1.230,8.6,1.1,2.4,10.0,4.11,,strahma01
268,Fernando Cruz,35,NYY,AL,0.4,2,3,.400,3.00,32,0,4,0,0,2,33.0,19,13,11,3,14,0,54,2,0,3,131,136,2.45,1.000,5.2,0.8,3.8,14.7,3.86,,cruzfe01
269,Pete Fairbanks,31,TBR,AL,0.6,3,2,.600,2.45,34,0,25,0,0,15,33.0,23,11,9,0,14,0,29,0,0,1,137,163,2.60,1.121,6.3,0.0,3.8,7.9,2.07,,fairbpe01
270,Phil Maton,32,STL,NL,1.2,1,3,.250,1.91,34,0,7,0,0,2,33.0,26,9,7,0,13,1,44,5,0,1,138,219,2.05,1.182,7.1,0.0,3.5,12.0,3.38,,matonph01
271,Ryan Walker,29,SFG,NL,-0.4,1,3,.250,4.64,36,0,20,0,0,10,33.0,29,19,17,2,9,1,30,5,2,1,140,84,3.33,1.152,7.9,0.5,2.5,8.2,3.33,,walkery01
272,Joey Wentz*,27,2TM,2LG,-0.2,2,1,.667,6.82,24,0,8,0,0,0,33.0,40,27,25,4,20,2,27,1,0,2,160,63,4.93,1.818,10.9,1.1,5.5,7.4,1.35,,wentzjo01
272,Joey Wentz*,27,PIT,NL,0.2,2,1,.667,4.15,19,0,7,0,0,0,26.0,25,14,12,2,11,2,22,1,0,0,115,103,3.78,1.385,8.7,0.7,3.8,7.6,2.00,,wentzjo01
272,Joey Wentz*,27,MIN,AL,-0.4,0,0,,16.71,5,0,1,0,0,0,7.0,15,13,13,2,9,0,5,0,0,2,45,26,9.23,3.429,19.3,2.6,11.6,6.4,0.56,,wentzjo01
273,Garrett Cleavinger*,31,TBR,AL,0.8,0,3,.000,2.48,34,0,5,0,0,1,32.2,21,10,9,6,7,0,41,4,0,0,128,161,3.97,0.857,5.8,1.7,1.9,11.3,5.86,,cleavga01
274,Orion Kerkering,24,PHI,NL,0.7,5,3,.625,2.48,37,0,8,0,0,2,32.2,28,14,9,2,17,3,32,2,0,4,145,172,3.67,1.378,7.7,0.6,4.7,8.8,1.88,,kerkeor01
275,Casey Legumina,28,SEA,AL,0.2,4,3,.571,3.31,31,1,11,0,0,0,32.2,24,15,12,3,15,2,35,1,0,0,134,112,3.61,1.194,6.6,0.8,4.1,9.6,2.33,,legumca01
276,Mark Leiter Jr.,34,NYY,AL,-0.6,4,6,.400,4.68,39,0,7,0,0,2,32.2,41,22,17,3,11,0,45,1,0,5,151,87,2.63,1.592,11.3,0.8,3.0,12.4,4.09,,leitema02
277,Lance McCullers Jr.,31,HOU,AL,-0.8,1,3,.250,6.61,8,8,0,0,0,0,32.2,33,26,24,7,20,0,40,4,0,1,158,62,5.63,1.622,9.1,1.9,5.5,11.0,2.00,,mcculla02
278,Kolby Allard*,27,CLE,AL,0.6,2,0,1.000,2.78,15,1,8,0,0,0,32.1,40,12,10,2,7,1,14,0,0,0,139,149,3.67,1.454,11.1,0.6,1.9,3.9,2.00,,allarko01
279,Aaron Bummer*,31,ATL,NL,0.1,0,1,.000,3.06,27,0,4,0,0,0,32.1,29,14,11,0,12,3,32,4,0,1,138,135,2.59,1.268,8.1,0.0,3.3,8.9,2.67,,bummeaa01
280,Brock Burke*,28,LAA,AL,0.7,4,1,.800,3.90,38,0,9,0,0,0,32.1,37,14,14,4,15,4,28,2,0,0,147,108,4.54,1.608,10.3,1.1,4.2,7.8,1.87,,burkebr01
281,Gunnar Hoglund,25,ATH,AL,-0.1,1,3,.250,6.40,6,6,0,0,0,0,32.1,38,23,23,10,11,0,23,0,0,1,139,66,6.70,1.515,10.6,2.8,3.1,6.4,2.09,,hoglugu01
282,Yuki Matsui*,29,SDP,NL,0.0,2,1,.667,4.73,34,0,9,0,0,1,32.1,30,18,17,5,15,2,36,0,0,4,140,88,4.26,1.392,8.4,1.4,4.2,10.0,2.40,,matsuyu01
283,Carlos Carrasco,38,NYY,AL,-0.2,2,2,.500,5.91,8,6,2,0,0,0,32.0,39,21,21,7,10,0,25,0,0,0,142,69,5.30,1.531,11.0,2.0,2.8,7.0,2.50,,carraca01
284,Hunter Gaddis,27,CLE,AL,0.1,0,1,.000,3.94,35,0,3,0,0,0,32.0,35,15,14,5,14,2,39,1,0,2,142,106,4.09,1.531,9.8,1.4,3.9,11.0,2.79,,gaddihu01
285,Reed Garrett,32,NYM,NL,1.0,2,3,.400,2.25,34,0,6,0,0,2,32.0,25,11,8,1,18,2,39,0,0,2,138,170,2.74,1.344,7.0,0.3,5.1,11.0,2.17,,garrere01
286,Ryan Pressly,36,CHC,NL,-0.3,2,2,.500,3.66,34,0,16,0,0,5,32.0,36,16,13,2,12,0,21,2,0,0,140,104,3.90,1.500,10.1,0.6,3.4,5.9,1.75,,pressry01
287,Justin Topa,34,MIN,AL,0.2,1,2,.333,3.94,30,1,7,0,0,0,32.0,32,17,14,1,10,1,26,2,0,0,140,108,2.99,1.313,9.0,0.3,2.8,7.3,2.60,,topaju01
288,Hayden Wesneski,27,HOU,AL,0.2,1,3,.250,4.50,6,6,0,0,0,0,32.0,29,16,16,7,6,0,29,1,0,0,131,91,4.77,1.094,8.2,2.0,1.7,8.2,4.83,,wesneha01
289,Ryan Zeferjahn,27,LAA,AL,0.2,5,1,.833,4.78,36,0,2,0,0,2,32.0,28,17,17,6,17,0,39,2,0,1,140,88,4.87,1.406,7.9,1.7,4.8,11.0,2.29,,zeferry01
290,Lou Trivino,33,2TM,NL,-0.1,3,0,1.000,4.22,29,2,6,0,0,0,32.0,32,16,15,5,11,1,26,5,1,1,139,95,4.99,1.344,9.0,1.4,3.1,7.3,2.36,,trivilo01
290,Lou Trivino,33,SFG,NL,-0.2,1,0,1.000,5.84,11,0,5,0,0,0,12.1,11,8,8,4,5,0,11,1,0,0,54,68,6.98,1.297,8.0,2.9,3.6,8.0,2.20,,trivilo01
290,Lou Trivino,33,LAD,NL,0.1,2,0,1.000,3.20,18,2,1,0,0,0,19.2,21,8,7,1,6,1,15,4,1,1,85,125,3.75,1.373,9.6,0.5,2.7,6.9,2.50,,trivilo01
291,Brennan Bernardino*,33,BOS,AL,-0.5,3,2,.600,4.26,37,0,7,0,0,0,31.2,28,20,15,1,17,4,26,3,0,2,145,98,3.75,1.421,8.0,0.3,4.8,7.4,1.53,,bernabr01
292,Edwin Díaz,31,NYM,NL,1.1,3,0,1.000,1.99,32,0,24,0,0,16,31.2,18,8,7,2,12,0,46,3,0,5,125,192,2.42,0.947,5.1,0.6,3.4,13.1,3.83,,diazed04
293,Lucas Erceg,30,KCR,AL,1.1,3,2,.600,1.99,32,0,5,0,0,1,31.2,24,8,7,2,7,0,24,3,0,2,121,209,3.34,0.979,6.8,0.6,2.0,6.8,3.43,,erceglu01
294,John King*,30,STL,NL,0.0,2,0,1.000,4.26,33,0,11,0,0,0,31.2,38,17,15,3,10,0,19,0,0,2,143,98,4.06,1.516,10.8,0.9,2.8,5.4,1.90,,kingjo01
295,Mason Miller,26,ATH,AL,0.3,1,2,.333,4.55,31,0,26,0,0,17,31.2,20,17,16,4,16,2,52,1,1,3,129,92,3.05,1.137,5.7,1.1,4.5,14.8,3.25,,millema03
296,John Schreiber,31,KCR,AL,0.3,2,2,.500,3.41,38,0,5,0,0,0,31.2,31,14,12,5,12,1,35,0,0,0,137,122,4.06,1.358,8.8,1.4,3.4,9.9,2.92,,schrejo01
297,Gabe Speier*,30,SEA,AL,0.5,2,0,1.000,2.84,37,0,2,0,0,0,31.2,25,10,10,3,7,0,45,2,0,1,128,131,2.33,1.011,7.1,0.9,2.0,12.8,6.43,,speiega01
298,Calvin Faucher,29,MIA,NL,-0.3,3,2,.600,4.31,35,0,12,0,0,8,31.1,28,18,15,2,15,0,29,3,0,1,137,101,3.79,1.372,8.0,0.6,4.3,8.3,1.93,,fauchca01
299,Janson Junk,29,MIA,NL,0.3,2,0,1.000,3.73,7,2,3,0,0,1,31.1,34,13,13,1,2,0,26,0,0,0,128,117,2.03,1.149,9.8,0.3,0.6,7.5,13.00,,junkja01
300,Bennett Sousa*,30,HOU,AL,1.0,2,0,1.000,1.72,25,0,9,0,0,2,31.1,18,6,6,1,7,0,39,0,0,3,117,237,1.68,0.798,5.2,0.3,2.0,11.2,5.57,,sousabe01
301,Ryan Thompson,33,ARI,NL,0.1,2,2,.500,4.60,35,0,7,0,0,1,31.1,36,17,16,4,12,2,29,1,1,0,137,91,4.14,1.532,10.3,1.1,3.4,8.3,2.42,,thompry02
302,Kyle Finnegan,33,WSN,NL,1.0,1,2,.333,2.61,30,0,25,0,0,18,31.0,26,11,9,2,10,1,25,1,0,4,125,154,3.38,1.161,7.5,0.6,2.9,7.3,2.50,,finneky01
303,Andrés Muñoz,26,SEA,AL,1.7,3,1,.750,1.16,32,0,22,0,0,18,31.0,15,8,4,1,13,3,41,2,0,4,123,320,2.31,0.903,4.4,0.3,3.8,11.9,3.15,,munozan01
304,Caleb Thielbar*,38,CHC,NL,0.8,2,2,.500,2.03,35,0,4,0,0,1,31.0,18,7,7,1,11,1,28,0,0,0,119,188,2.76,0.935,5.2,0.3,3.2,8.1,2.55,,thielca01
305,Raisel Iglesias,35,ATL,NL,-0.5,4,5,.444,5.28,33,0,25,0,0,9,30.2,36,19,18,7,6,1,33,2,0,0,133,79,4.68,1.370,10.6,2.1,1.8,9.7,5.50,,iglesra01
306,Carson Palmquist*,24,COL,NL,-0.3,0,4,.000,7.63,7,7,0,0,0,0,30.2,35,27,26,8,18,0,22,3,0,1,147,61,7.10,1.728,10.3,2.3,5.3,6.5,1.22,,palmqca01
307,Gregory Soto*,30,BAL,AL,0.2,0,2,.000,4.11,37,0,8,0,0,0,30.2,25,15,14,2,14,0,37,3,0,6,133,95,3.18,1.272,7.3,0.6,4.1,10.9,2.64,,sotogr01
308,Carlos Hernández,28,2TM,2LG,0.0,1,0,1.000,5.28,29,0,12,0,0,0,30.2,36,19,18,4,16,1,30,2,0,2,145,81,4.59,1.696,10.6,1.2,4.7,8.8,1.88,,hernaca04
308,Carlos Hernández,28,PHI,NL,0.1,1,0,1.000,5.26,25,0,12,0,0,0,25.2,32,16,15,4,13,1,23,2,0,1,123,81,5.07,1.753,11.2,1.4,4.6,8.1,1.77,,hernaca04
308,Carlos Hernández,28,DET,AL,-0.1,0,0,,5.40,4,0,0,0,0,0,5.0,4,3,3,0,3,0,7,0,0,1,22,79,2.09,1.400,7.2,0.0,5.4,12.6,2.33,,hernaca04
309,Caleb Boushley,31,TEX,AL,-0.3,0,0,,5.04,15,0,9,0,0,1,30.1,35,18,17,4,5,0,29,1,0,1,128,76,3.48,1.319,10.4,1.2,1.5,8.6,5.80,,boushca01
310,Ryan Feltner,28,COL,NL,0.4,0,2,.000,4.75,6,6,0,0,0,0,30.1,33,17,16,4,12,0,25,0,0,0,135,98,4.34,1.484,9.8,1.2,3.6,7.4,2.08,,feltnry01
311,Manuel Rodríguez,28,TBR,AL,0.7,1,2,.333,2.08,31,0,4,0,0,0,30.1,26,9,7,2,6,0,25,1,0,1,121,192,2.99,1.055,7.7,0.6,1.8,7.4,4.17,,rodrima01
312,Devin Williams,30,NYY,AL,-0.1,2,2,.500,4.75,34,0,17,0,0,11,30.1,24,18,16,1,12,0,38,4,0,2,129,86,2.59,1.187,7.1,0.3,3.6,11.3,3.17,,willide03
313,Mason Montgomery*,25,TBR,AL,-0.7,1,2,.333,5.40,38,0,6,0,0,1,30.0,31,20,18,4,16,0,39,1,0,0,135,74,3.92,1.567,9.3,1.2,4.8,11.7,2.44,,montgma01
314,Daniel Palencia,25,CHC,NL,0.8,0,2,.000,1.80,28,0,15,0,0,9,30.0,19,7,6,2,10,1,35,1,0,0,117,212,2.72,0.967,5.7,0.6,3.0,10.5,3.50,,palenda01
315,Félix Bautista,30,BAL,AL,0.7,0,1,.000,2.73,30,0,25,0,0,16,29.2,15,9,9,3,19,0,43,0,0,1,122,144,3.42,1.146,4.6,0.9,5.8,13.0,2.26,,bautife01
316,David Bednar,30,PIT,NL,0.9,2,5,.286,2.73,33,0,26,0,0,12,29.2,25,11,9,2,9,2,42,1,0,3,121,156,2.14,1.146,7.6,0.6,2.7,12.7,4.67,,bednada01
317,Ian Hamilton,30,NYY,AL,0.2,1,0,1.000,3.64,25,0,5,0,0,0,29.2,19,13,12,2,18,1,33,1,0,2,124,112,3.66,1.247,5.8,0.6,5.5,10.0,1.83,,hamilia01
318,Kenley Jansen,37,LAA,AL,0.5,1,2,.333,3.94,33,0,24,0,0,15,29.2,28,14,13,6,11,2,28,0,3,0,130,106,4.94,1.315,8.5,1.8,3.3,8.5,2.55,,janseke01
319,Jordan Leasure,26,CHW,AL,0.0,2,4,.333,4.55,34,1,7,0,0,1,29.2,29,17,15,5,18,1,36,1,0,2,136,92,4.77,1.584,8.8,1.5,5.5,10.9,2.00,,leasujo01
320,Trevor Megill,31,MIL,NL,0.6,1,2,.333,2.73,32,0,28,0,0,18,29.2,23,11,9,2,14,3,35,0,0,1,125,147,3.02,1.247,7.0,0.6,4.2,10.6,2.50,,megiltr01
321,Jordan Romano,32,PHI,NL,-0.8,0,3,.000,7.28,33,0,13,0,0,8,29.2,32,25,24,5,14,1,36,2,0,0,132,59,4.47,1.551,9.7,1.5,4.2,10.9,2.57,,romanjo03
